"Created.Date","Anticipated.Start.Year","Recruiting.Category","State","Student.Stage","App.Application.Status","Lead.Segment.NRCCUA","Lead.Segment.Cappex","Lead.Segment.College.Board","n"
2016-06-21,2018,"PSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",9
2016-06-21,2018,"PSRIH","In-State","Applicant","Withdrawn (After Confirmed)","","","",3
2016-06-21,2018,"PSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-06-21,2018,"PSRIH","In-State","Inquiry","","","","",5
2016-06-21,2018,"PSROG","In-State","Inquiry","","","","",1
2016-06-21,2018,"PSROG","Out-State","Inquiry","","","","",3
2016-06-21,2019,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-21,2019,"","Out-State","Inquiry","","","","",31
2016-06-21,2019,"ESTD","In-State","Applicant","Enrolled","","","",1
2016-06-21,2019,"NJROG","Out-State","Inquiry","","","","",1
2016-06-21,2019,"PJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-06-21,2019,"PSRIG","In-State","Applicant","Denied","","","",2
2016-06-21,2019,"PSRIG","In-State","Applicant","Enrolled","","","",3
2016-06-21,2019,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",5
2016-06-21,2019,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-21,2019,"PSRIG","In-State","Inquiry","","","","",6
2016-06-21,2019,"PSRIG","In-State","Inquiry","Withdrawn (After Confirmed)","","","",1
2016-06-21,2019,"PSRIG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-21,2019,"PSRIH","In-State","Applicant","Confirmed","","","",2
2016-06-21,2019,"PSRIH","In-State","Applicant","Denied","","","",1
2016-06-21,2019,"PSRIH","In-State","Applicant","Enrolled","","","",9
2016-06-21,2019,"PSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",4
2016-06-21,2019,"PSRIH","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-06-21,2019,"PSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-06-21,2019,"PSRIH","In-State","Inquiry","","","","",5
2016-06-21,2019,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-06-21,2019,"PSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-21,2019,"PSROG","Out-State","Inquiry","","","","",1
2016-06-21,2019,"PSROH","Out-State","Inquiry","","","","",1
2016-06-21,2020,"NSRIG","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2016-06-21,2020,"PJRIG","In-State","Lead","","","","",1
2016-06-21,2020,"PSRIG","In-State","Applicant","Enrolled","","","",4
2016-06-21,2020,"PSRIG","In-State","Applicant","Incomplete","","","",2
2016-06-21,2020,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-06-21,2020,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-06-21,2020,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-06-21,2020,"PSRIG","In-State","Inquiry","","","","",1
2016-06-21,2020,"PSRIH","In-State","Applicant","Denied","","","",2
2016-06-21,2020,"PSRIH","In-State","Applicant","Enrolled","","","",2
2016-06-21,2020,"PSRIH","In-State","Applicant","Incomplete","","","",1
2016-06-21,2020,"PSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-21,2020,"PSRIH","In-State","Inquiry","","","","",2
2016-06-21,2020,"PSROG","Out-State","Inquiry","","","","",1
2016-06-21,2021,"ESTD","In-State","Applicant","Incomplete","","","",1
2016-06-21,2021,"PSRIG","In-State","Inquiry","Denied","","","",1
2016-06-21,2033,"PSRIH","In-State","Inquiry","","","","",1
2016-06-21,NA,"","In-State","Inquiry","","","","",1
2016-06-28,2016,"","In-State","Applicant","Enrolled","","","",1
2016-06-28,2016,"","In-State","Inquiry","","","","",1
2016-06-28,2016,"","Out-State","Applicant","Denied","","","",1
2016-06-28,2016,"","Out-State","Inquiry","","","","",1
2016-06-28,2017,"","In-State","Applicant","Enrolled","","","",2
2016-06-28,2017,"","In-State","Inquiry","","","","",1
2016-06-28,2017,"","Out-State","Applicant","Denied","","","",1
2016-06-28,2017,"","Out-State","Inquiry","","","","",4
2016-06-28,2017,"NDSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-06-28,2017,"NDSRIG","In-State","Inquiry","","","","",12
2016-06-28,2017,"NDSRIH","In-State","Inquiry","","","","",5
2016-06-28,2017,"NDSRIH","In-State","Inquiry","Withdrawn (After Admitted)","","","",2
2016-06-28,2017,"NDSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-28,2017,"NDSROG","Out-State","Inquiry","","","","",30
2016-06-28,2017,"NDSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-06-28,2017,"NDSROH","Out-State","Inquiry","","","","",32
2016-06-28,2017,"NDSROH","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-06-28,2017,"NSRIG","In-State","Applicant","Enrolled","","","",5
2016-06-28,2017,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",4
2016-06-28,2017,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-06-28,2017,"NSRIG","In-State","Inquiry","","","","",13
2016-06-28,2017,"NSRIG","In-State","Inquiry","Enrolled","","","",1
2016-06-28,2017,"NSRIG","In-State","Lead","","","","",266
2016-06-28,2017,"NSRIG","In-State","Lead","Enrolled","","","",1
2016-06-28,2017,"NSRIG","Out-State","Inquiry","","","","",1
2016-06-28,2017,"NSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",7
2016-06-28,2017,"NSRIH","In-State","Inquiry","","","","",9
2016-06-28,2017,"NSRIH","In-State","Inquiry","Enrolled","","","",1
2016-06-28,2017,"NSRIH","In-State","Lead","","","","",157
2016-06-28,2017,"NSRIH","In-State","Lead","Enrolled","","","",1
2016-06-28,2017,"NSRIH","In-State","Lead","Withdrawn (After Admitted)","","","",1
2016-06-28,2017,"NSROG","Out-State","Applicant","Enrolled","","","",2
2016-06-28,2017,"NSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",19
2016-06-28,2017,"NSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-06-28,2017,"NSROG","Out-State","Inquiry","","","","",49
2016-06-28,2017,"NSROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-06-28,2017,"NSROG","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-06-28,2017,"NSROG","Out-State","Lead","","","","",1755
2016-06-28,2017,"NSROG","Out-State","Lead","Withdrawn (After Admitted)","","","",2
2016-06-28,2017,"NSROG","Out-State","Lead","Withdrawn (Before Decision)","","","",1
2016-06-28,2017,"NSROH","Out-State","Applicant","Denied","","","",1
2016-06-28,2017,"NSROH","Out-State","Applicant","Enrolled","","","",4
2016-06-28,2017,"NSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",10
2016-06-28,2017,"NSROH","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-06-28,2017,"NSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-06-28,2017,"NSROH","Out-State","Inquiry","","","","",25
2016-06-28,2017,"NSROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-06-28,2017,"NSROH","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-06-28,2017,"NSROH","Out-State","Lead","","","","",1674
2016-06-28,2017,"PSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",3
2016-06-28,2017,"PSRIH","In-State","Lead","","","","",14
2016-06-28,2017,"PSRIH","In-State","Lead","Withdrawn (After Admitted)","","","",1
2016-06-28,2017,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",3
2016-06-28,2017,"PSROG","Out-State","Inquiry","","","","",2
2016-06-28,2017,"PSROG","Out-State","Lead","","","","",224
2016-06-28,2017,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",3
2016-06-28,2017,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-28,2017,"PSROH","Out-State","Inquiry","","","","",4
2016-06-28,2017,"PSROH","Out-State","Lead","","","","",537
2016-06-28,2018,"","In-State","Inquiry","","","","",1
2016-06-28,2018,"","Out-State","Inquiry","","","","",1
2016-06-28,2018,"NJROH","Out-State","Lead","","","","",1
2016-06-28,2018,"NSRIG","In-State","Applicant","Enrolled","","","",1
2016-06-28,2018,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-06-28,2018,"NSRIG","In-State","Inquiry","","","","",1
2016-06-28,2018,"NSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-28,2018,"NSRIH","In-State","Inquiry","","","","",1
2016-06-28,2018,"NSROG","Out-State","Inquiry","","","","",2
2016-06-28,2018,"NSROG","Out-State","Lead","","","","",6
2016-06-28,2018,"NSROH","Out-State","Applicant","Enrolled","","","",1
2016-06-28,2018,"NSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-06-28,2018,"NSROH","Out-State","Inquiry","","","","",4
2016-06-28,2018,"P01","In-State","Lead","","","","",2
2016-06-28,2018,"P03","Out-State","Lead","","","","",2
2016-06-28,2018,"P10","Out-State","Lead","","","","",3
2016-06-28,2018,"PJROG","Out-State","Lead","","","","",3
2016-06-28,2018,"PSRIG","In-State","Lead","","","","",1
2016-06-28,2018,"PSRIH","In-State","Applicant","Enrolled","","","",1
2016-06-28,2018,"PSRIH","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-06-28,2018,"PSROH","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-06-28,2018,"PSROH","Out-State","Inquiry","","","","",1
2016-06-28,2018,"PSROH","Out-State","Lead","","","","",3
2016-06-28,2019,"NSRIG","In-State","Applicant","Enrolled","","","",2
2016-06-28,2019,"NSRIH","In-State","Applicant","Confirmed","","","",1
2016-06-28,2019,"NSRIH","In-State","Applicant","Enrolled","","","",1
2016-06-28,2019,"NSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-28,2019,"NSROH","Out-State","Inquiry","","","","",1
2016-06-28,2019,"PJRIG","In-State","Lead","","","","",1
2016-06-28,2019,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-06-28,2019,"PSRIG","In-State","Inquiry","","","","",1
2016-06-28,2019,"PSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-06-28,2019,"PSROH","Out-State","Lead","","","","",1
2016-06-28,2020,"NSRIH","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2016-06-28,2020,"NSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-06-28,2020,"NSROH","Out-State","Applicant","Enrolled","","","",1
2016-06-28,2020,"NSROH","Out-State","Applicant","Hold (More Information Needed)","","","",1
2016-06-28,2020,"NSROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-06-28,2021,"NSROG","Out-State","Lead","","","CSROH-2020-06","",1
2016-06-28,2022,"NSROH","Out-State","Lead","","","","PPHOG-2020-02",1
2016-06-28,NA,"","In-State","Inquiry","","","","",2
2016-06-28,NA,"","Out-State","Inquiry","","","","",2
2016-10-04,2016,"","In-State","Inquiry","","","","",1
2016-10-04,2017,"","In-State","Applicant","Confirmed","","","",1
2016-10-04,2017,"","In-State","Applicant","Denied","","","",3
2016-10-04,2017,"","In-State","Applicant","Enrolled","","","",9
2016-10-04,2017,"","In-State","Applicant","Incomplete","","","",1
2016-10-04,2017,"","In-State","Applicant","USM Graduate Enrolled","","","",5
2016-10-04,2017,"","In-State","Applicant","Withdrawn (After Admitted)","","","",11
2016-10-04,2017,"","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2016-10-04,2017,"","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-10-04,2017,"","In-State","Inquiry","","","","",17
2016-10-04,2017,"","Out-State","Applicant","Denied","","","",6
2016-10-04,2017,"","Out-State","Applicant","Enrolled","","","",4
2016-10-04,2017,"","Out-State","Applicant","USM Graduate Enrolled","","","",2
2016-10-04,2017,"","Out-State","Applicant","Withdrawn (After Admitted)","","","",20
2016-10-04,2017,"","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-10-04,2017,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",8
2016-10-04,2017,"","Out-State","Inquiry","","","","",116
2016-10-04,2017,"","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-10-04,2017,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-10-04,2017,"NSRIG","In-State","Lead","","","","",18
2016-10-04,2017,"NSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-10-04,2017,"NSRIH","In-State","Inquiry","","","","",1
2016-10-04,2017,"NSRIH","In-State","Lead","","","","",12
2016-10-04,2017,"NSRIH","In-State","Lead","Withdrawn (After Admitted)","","","",1
2016-10-04,2017,"NSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",11
2016-10-04,2017,"NSROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-10-04,2017,"NSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-10-04,2017,"NSROG","Out-State","Inquiry","","","","",37
2016-10-04,2017,"NSROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-10-04,2017,"NSROG","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-10-04,2017,"NSROG","Out-State","Lead","","","","",2681
2016-10-04,2017,"NSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",6
2016-10-04,2017,"NSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-10-04,2017,"NSROH","Out-State","Inquiry","","","","",21
2016-10-04,2017,"NSROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-10-04,2017,"NSROH","Out-State","Lead","","","","",2808
2016-10-04,2017,"NSROH","Out-State","Lead","Withdrawn (After Admitted)","","","",1
2016-10-04,2017,"PSRIG","In-State","Inquiry","","","","",1
2016-10-04,2017,"PSRIG","In-State","Inquiry","Denied","","","",1
2016-10-04,2017,"PSRIG","In-State","Lead","","","","",2
2016-10-04,2017,"PSRIH","In-State","Lead","","","","",5
2016-10-04,2017,"PSROG","Out-State","Applicant","Enrolled","","","",1
2016-10-04,2017,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",9
2016-10-04,2017,"PSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-10-04,2017,"PSROG","Out-State","Inquiry","","","","",5
2016-10-04,2017,"PSROG","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-10-04,2017,"PSROG","Out-State","Lead","","","","",479
2016-10-04,2017,"PSROH","Out-State","Applicant","Enrolled","","","",1
2016-10-04,2017,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",5
2016-10-04,2017,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-10-04,2017,"PSROH","Out-State","Inquiry","","","","",10
2016-10-04,2017,"PSROH","Out-State","Inquiry","Enrolled","","","",1
2016-10-04,2017,"PSROH","Out-State","Lead","","","","",787
2016-10-04,2017,"PSROH","Out-State","Lead","","NJROH-2020-02","","",1
2016-10-04,2017,"PSROH","Out-State","Lead","Withdrawn (After Admitted)","","","",1
2016-10-04,2018,"","In-State","Applicant","Enrolled","","","",1
2016-10-04,2018,"","In-State","Applicant","USM Graduate Enrolled","","","",1
2016-10-04,2018,"","In-State","Inquiry","","","","",5
2016-10-04,2018,"","Out-State","Applicant","Enrolled","","","",1
2016-10-04,2018,"","Out-State","Inquiry","","","","",49
2016-10-04,2018,"","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-10-04,2018,"ESTD","In-State","Applicant","Enrolled","","","",1
2016-10-04,2018,"NJROG","Out-State","Lead","","","","",3
2016-10-04,2018,"NJROH","Out-State","Lead","","","","",2
2016-10-04,2018,"NSRIG","In-State","Applicant","Enrolled","","","",2
2016-10-04,2018,"NSROG","Out-State","Applicant","Admitted (Not Confirmed)","","","",1
2016-10-04,2018,"NSROG","Out-State","Applicant","Enrolled","","","",1
2016-10-04,2018,"NSROG","Out-State","Inquiry","","","","",4
2016-10-04,2018,"NSROG","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-10-04,2018,"NSROG","Out-State","Lead","","","","",3
2016-10-04,2018,"NSROH","Out-State","Inquiry","","","","",1
2016-10-04,2018,"NSROH","Out-State","Lead","","","","",1
2016-10-04,2018,"P02","In-State","Lead","","","","",1
2016-10-04,2018,"P03","Out-State","Inquiry","","","","",1
2016-10-04,2018,"P10","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-10-04,2018,"P10","Out-State","Inquiry","","","","",1
2016-10-04,2018,"P10","Out-State","Lead","","","","",1
2016-10-04,2018,"PJROG","Out-State","Lead","","","","",1
2016-10-04,2018,"PJROH","Out-State","Lead","","","","",2
2016-10-04,2018,"PSRIG","In-State","Inquiry","","","","",1
2016-10-04,2018,"PSRIG","In-State","Lead","","","","",2
2016-10-04,2018,"PSROG","Out-State","Inquiry","","","","",1
2016-10-04,2018,"PSROG","Out-State","Inquiry","Enrolled","","","",1
2016-10-04,2018,"PSROG","Out-State","Lead","","","","",2
2016-10-04,2018,"PSROH","Out-State","Inquiry","","","","",2
2016-10-04,2018,"PSROH","Out-State","Lead","","","","",7
2016-10-04,2019,"","In-State","Inquiry","","","","",2
2016-10-04,2019,"","In-State","Inquiry","Confirmed","","","",1
2016-10-04,2019,"","Out-State","Inquiry","","","","",20
2016-10-04,2019,"NJROG","Out-State","Lead","","","","",4
2016-10-04,2019,"NSROG","Out-State","Applicant","Confirmed","","","",1
2016-10-04,2019,"NSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-10-04,2019,"PJROG","Out-State","Lead","","","","",2
2016-10-04,2019,"PJROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-10-04,2019,"PSROH","Out-State","Inquiry","","","","",1
2016-10-04,2019,"PSROH","Out-State","Lead","","","","",2
2016-10-04,2020,"","Out-State","Inquiry","","","","",2
2016-10-04,2020,"NSROG","Out-State","Applicant","Enrolled","","","",1
2016-10-04,2020,"NSROG","Out-State","Inquiry","","","","",1
2016-10-04,2020,"NSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-10-04,2020,"PSROH","In-State","Inquiry","","","","",1
2016-10-04,2021,"NJROG","Out-State","Lead","","","","",1
2016-10-04,2021,"NSROG","Out-State","Lead","","","","PJROG-2020-02",1
2016-10-04,2021,"NSROH","Out-State","Lead","","","CSROG-2020-06","",1
2016-10-04,2021,"NSROH","Out-State","Lead","","NJROH-2020-02","","",1
2016-10-04,2022,"NSROG","Out-State","Lead","","","","PPHOH-2020-02",1
2016-10-04,NA,"","In-State","Inquiry","","","","",1
2016-10-04,NA,"","Out-State","Inquiry","","","","",1
2016-12-12,0,"NJRIH","In-State","Inquiry","","","","",1
2016-12-12,0,"P02","In-State","Inquiry","","","","",1
2016-12-12,3,"NJRIH","In-State","Inquiry","","","","",1
2016-12-12,2017,"","In-State","Applicant","Denied","","","",1
2016-12-12,2017,"","In-State","Applicant","Enrolled","","","",1
2016-12-12,2017,"","In-State","Applicant","USM Graduate Enrolled","","","",1
